event_id,employee_id,timestamp,device_id,login_type,is_after_hours,location,is_known_device
348fbaf0-e814-4097,EMP019,2026-04-16 10:29:14,DEV-019-101,Interactive,False,New York,True
6840189c-6a2d-4c98,EMP023,2026-04-16 08:32:52,DEV-023-101,Interactive,False,London,True
a67b6554-e986-4501,EMP025,2026-04-16 08:28:43,DEV-025-101,Interactive,False,Bengaluru,True
185a4935-f234-4b3f,EMP026,2026-04-16 08:37:05,DEV-026-101,Interactive,False,San Francisco,True
7483fbfc-292e-4f50,EMP028,2026-04-16 09:28:57,DEV-028-101,Interactive,False,Bengaluru,True
e81694f7-359d-4b50,EMP029,2026-04-16 10:20:19,DEV-029-101,Interactive,False,New York,True
468cf7b9-1170-4485,EMP030,2026-04-16 10:41:28,DEV-030-101,Interactive,False,Bengaluru,True
c9ac583d-c0dc-40a7,EMP031,2026-04-16 08:46:52,DEV-031-101,Interactive,False,Tokyo,True
27ef57c4-fe9b-43b2,EMP032,2026-04-16 10:47:33,DEV-032-101,Interactive,False,New York,True
6d4b73f4-1958-4bb7,EMP038,2026-04-16 09:35:07,DEV-038-101,Interactive,False,San Francisco,True
1d0d5718-ed55-4577,EMP044,2026-04-16 10:35:15,DEV-044-101,Interactive,False,San Francisco,True
147b65d7-521b-4045,EMP045,2026-04-16 10:10:49,DEV-045-101,Interactive,False,Tokyo,True
dcb3dfb3-b6a3-4f32,EMP049,2026-04-16 10:15:27,DEV-049-101,Interactive,False,Bengaluru,True
533efb1f-732b-4432,EMP051,2026-04-16 09:49:06,DEV-051-101,Interactive,False,Bengaluru,True
78af4e14-7011-49cb,EMP055,2026-04-16 08:15:00,DEV-055-101,Interactive,False,London,True
d901a5a9-c9e4-479d,EMP056,2026-04-16 10:55:48,DEV-056-101,Interactive,False,Bengaluru,True
0c73e078-d98e-4dde,EMP057,2026-04-16 10:08:06,DEV-057-101,Interactive,False,Tokyo,True
e9e45402-2e86-404b,EMP063,2026-04-16 09:16:35,DEV-063-101,Interactive,False,Tokyo,True
5037e924-ecf0-4cf9,EMP065,2026-04-16 09:35:59,DEV-065-101,Interactive,False,San Francisco,True
f8f0e2e8-87c9-4b72,EMP066,2026-04-16 08:23:06,DEV-066-101,Interactive,False,London,True
59bd3e02-9bfd-4d22,EMP072,2026-04-16 09:12:37,DEV-072-101,Interactive,False,Bengaluru,True
eced8f64-74d6-4f35,EMP073,2026-04-16 09:01:49,DEV-073-101,Interactive,False,London,True
2477c38e-2cf0-4981,EMP076,2026-04-16 09:16:10,DEV-076-101,Interactive,False,San Francisco,True
7ca7abd4-0f2e-4067,EMP085,2026-04-16 09:33:35,DEV-085-101,Interactive,False,London,True
35503f5c-15f8-4db6,EMP093,2026-04-16 10:11:07,DEV-093-101,Interactive,False,San Francisco,True
0ef85af9-9785-4623,EMP099,2026-04-16 08:11:14,DEV-099-101,Interactive,False,New York,True
fe2e4202-35fa-489f,EMP100,2026-04-16 10:12:06,DEV-100-101,Interactive,False,New York,True
d3340dc3-4400-4283,EMP102,2026-04-16 09:37:05,DEV-102-101,Interactive,False,Bengaluru,True
65ee0486-d5ef-4b76,EMP111,2026-04-16 08:14:04,DEV-111-101,Interactive,False,New York,True
437f4650-11b7-445b,EMP133,2026-04-16 09:59:06,DEV-133-101,Interactive,False,Bengaluru,True
219a7a71-9906-4048,EMP136,2026-04-16 09:17:30,DEV-136-101,Interactive,False,Tokyo,True
32816e6b-d7f1-429d,EMP137,2026-04-16 08:02:41,DEV-137-101,Interactive,False,Bengaluru,True
a18d8add-f58a-458a,EMP145,2026-04-16 10:26:14,DEV-145-101,Interactive,False,New York,True
bb84968a-076a-4b3e,EMP004,2026-04-17 08:54:20,DEV-004-101,Interactive,False,New York,True
3cb2766c-99c3-41e9,EMP011,2026-04-17 09:43:50,DEV-011-101,Interactive,False,Bengaluru,True
9a478ed4-b99a-4883,EMP015,2026-04-17 08:26:27,DEV-015-101,Interactive,False,Bengaluru,True
e4c5b0f6-ae6c-4456,EMP016,2026-04-17 08:28:34,DEV-016-101,Interactive,False,Bengaluru,True
3e1e4a3b-2851-47d2,EMP019,2026-04-17 10:04:07,DEV-019-101,Interactive,False,New York,True
78507eef-74d1-4b52,EMP021,2026-04-17 09:37:03,DEV-021-101,Interactive,False,San Francisco,True
86a9c3c1-bb04-475e,EMP029,2026-04-17 10:59:26,DEV-029-101,Interactive,False,New York,True
2d29c568-0d1c-433c,EMP041,2026-04-17 09:39:53,DEV-041-101,Interactive,False,Bengaluru,True
6cd7b62e-1985-4d78,EMP043,2026-04-17 08:12:39,DEV-043-101,Interactive,False,New York,True
08d3afee-4fdf-417f,EMP045,2026-04-17 10:21:11,DEV-045-101,Interactive,False,Tokyo,True
8857756f-bbe1-440e,EMP046,2026-04-17 09:13:47,DEV-046-101,Interactive,False,San Francisco,True
4b8f7497-5189-41cf,EMP048,2026-04-17 08:00:00,DEV-048-101,Interactive,False,Bengaluru,True
4c250531-80ac-4c8b,EMP049,2026-04-17 09:51:33,DEV-049-101,Interactive,False,Bengaluru,True
7a64ec8e-e2cc-460b,EMP056,2026-04-17 10:31:16,DEV-056-101,Interactive,False,Bengaluru,True
820ad619-c153-4727,EMP057,2026-04-17 09:20:49,DEV-057-101,Interactive,False,Tokyo,True
15b6d429-22ed-4bd0,EMP063,2026-04-17 08:04:17,DEV-063-101,Interactive,False,Tokyo,True
3c9459cb-4f99-45ca,EMP064,2026-04-17 09:37:09,DEV-064-101,Interactive,False,Bengaluru,True
3bd6c361-444e-41ed,EMP076,2026-04-17 10:11:18,DEV-076-101,Interactive,False,San Francisco,True
9635b11d-8d86-42f9,EMP077,2026-04-17 08:46:40,DEV-077-101,Interactive,False,New York,True
a67e7a69-7419-45ae,EMP078,2026-04-17 10:18:58,DEV-078-101,Interactive,False,London,True
c20adb24-a98c-4b94,EMP083,2026-04-17 10:24:23,DEV-083-101,Interactive,False,Tokyo,True
b408af83-967a-449a,EMP086,2026-04-17 09:16:13,DEV-086-101,Interactive,False,San Francisco,True
188acaa3-f6e3-4652,EMP088,2026-04-17 08:43:13,DEV-088-101,Interactive,False,Tokyo,True
d0151b7d-c1bc-4aa3,EMP090,2026-04-17 09:52:23,DEV-090-101,Interactive,False,Bengaluru,True
b6c98b7b-0ea7-4534,EMP091,2026-04-17 08:47:20,DEV-091-101,Interactive,False,London,True
35794307-0ed2-4af2,EMP094,2026-04-17 08:13:52,DEV-094-101,Interactive,False,Bengaluru,True
9421a499-66a7-4a1c,EMP098,2026-04-17 10:28:04,DEV-098-101,Interactive,False,London,True
fe78a092-83b3-4e6f,EMP101,2026-04-17 10:07:16,DEV-101-101,Interactive,False,New York,True
69cf4116-b744-4371,EMP102,2026-04-17 10:03:04,DEV-102-101,Interactive,False,Bengaluru,True
3419cece-22c8-4f0c,EMP105,2026-04-17 10:39:10,DEV-105-101,Interactive,False,London,True
0f928de3-6f0b-4ec9,EMP107,2026-04-17 08:36:05,DEV-107-101,Interactive,False,New York,True
01c6229f-7a2a-4354,EMP116,2026-04-17 09:12:30,DEV-116-101,Interactive,False,San Francisco,True
bfba4134-bae0-4a15,EMP119,2026-04-17 10:37:39,DEV-119-101,Interactive,False,San Francisco,True
7c3b2cf9-c0c8-40e5,EMP124,2026-04-17 09:51:21,DEV-124-101,Interactive,False,Tokyo,True
6d99b63d-fb3c-4907,EMP125,2026-04-17 08:49:46,DEV-125-101,Interactive,False,Bengaluru,True
c5bc446b-070f-474b,EMP136,2026-04-17 09:38:32,DEV-136-101,Interactive,False,Tokyo,True
c2634d36-da8e-455c,EMP141,2026-04-17 08:59:28,DEV-141-101,Interactive,False,London,True
cace5b5a-5e8c-43d1,EMP142,2026-04-17 09:07:11,DEV-142-101,Interactive,False,San Francisco,True
236993fc-1ae1-4ced,EMP143,2026-04-17 10:27:11,DEV-143-101,Interactive,False,Bengaluru,True
005802d0-404a-49eb,EMP146,2026-04-17 08:30:26,DEV-146-101,Interactive,False,London,True
cfd84f7c-8f24-4b80,EMP015,2026-04-18 12:06:09,DEV-015-101,Interactive,False,Bengaluru,True
a7049c43-4d1e-4e45,EMP032,2026-04-18 12:17:56,DEV-032-101,Interactive,False,New York,True
b55d055e-5352-409b,EMP055,2026-04-18 11:13:12,DEV-055-101,Interactive,False,London,True
ab42d96d-813a-4624,EMP106,2026-04-18 14:27:02,DEV-106-101,Interactive,False,New York,True
59052b1c-ddd1-46e1,EMP116,2026-04-18 12:28:57,DEV-116-101,Interactive,False,San Francisco,True
66102830-2714-4294,EMP145,2026-04-18 14:13:48,DEV-145-101,Interactive,False,New York,True
48d1288a-1ce6-4753,EMP015,2026-04-19 12:25:24,DEV-015-101,Interactive,False,Bengaluru,True
0308449d-4809-409b,EMP055,2026-04-19 12:56:23,DEV-055-101,Interactive,False,London,True
1fba0b35-5d45-4cd7,EMP078,2026-04-19 12:40:56,DEV-078-101,Interactive,False,London,True
ff81628e-7c5a-4c59,EMP005,2026-04-20 08:08:09,DEV-005-101,Interactive,False,San Francisco,True
f3409e14-42b6-4704,EMP009,2026-04-20 09:10:27,DEV-009-101,Interactive,False,London,True
4fe11358-4f52-45e3,EMP013,2026-04-20 10:55:29,DEV-013-101,Interactive,False,New York,True
ea8caa22-2635-4fe3,EMP015,2026-04-20 08:07:41,DEV-015-101,Interactive,False,Bengaluru,True
f930d21b-afc7-418a,EMP016,2026-04-20 09:41:18,DEV-016-101,Interactive,False,Bengaluru,True
f2b41bf4-8a47-4b71,EMP017,2026-04-20 08:37:21,DEV-017-101,Interactive,False,London,True
8e199937-c4b4-45cf,EMP021,2026-04-20 08:01:32,DEV-021-101,Interactive,False,San Francisco,True
2faeea1e-03d9-4769,EMP030,2026-04-20 10:42:12,DEV-030-101,Interactive,False,Bengaluru,True
c36aea75-265f-4190,EMP036,2026-04-20 10:07:40,DEV-036-101,Interactive,False,Bengaluru,True
68cc5e04-125b-4d2d,EMP042,2026-04-20 10:48:03,DEV-042-101,Interactive,False,Tokyo,True
6d61197a-d9b6-46f1,EMP046,2026-04-20 10:44:22,DEV-046-101,Interactive,False,San Francisco,True
40c6d1d6-bbea-4589,EMP048,2026-04-20 09:42:55,DEV-048-101,Interactive,False,Bengaluru,True
73e74720-1def-4755,EMP053,2026-04-20 08:41:00,DEV-053-101,Interactive,False,San Francisco,True
7ce6fb5f-a74d-4aa7,EMP057,2026-04-20 08:52:53,DEV-057-101,Interactive,False,Tokyo,True
f6983c70-8512-4a96,EMP058,2026-04-20 10:59:00,DEV-058-101,Interactive,False,New York,True
a9891b2a-b6d4-4295,EMP062,2026-04-20 10:13:59,DEV-062-101,Interactive,False,London,True
0df58d93-13fb-40c2,EMP075,2026-04-20 10:23:18,DEV-075-101,Interactive,False,Bengaluru,True
9d0c4bc0-f99f-40db,EMP086,2026-04-20 09:30:32,DEV-086-101,Interactive,False,San Francisco,True
9cef8a67-d890-4e31,EMP090,2026-04-20 08:03:34,DEV-090-101,Interactive,False,Bengaluru,True
f7796e8d-f2b7-492e,EMP091,2026-04-20 09:25:36,DEV-091-101,Interactive,False,London,True
6ddb6f2f-bd00-4802,EMP094,2026-04-20 09:04:18,DEV-094-101,Interactive,False,Bengaluru,True
18d44b53-1bfb-46b7,EMP102,2026-04-20 08:39:04,DEV-102-101,Interactive,False,Bengaluru,True
ba1c0754-260e-4aa0,EMP106,2026-04-20 08:05:09,DEV-106-101,Interactive,False,New York,True
d55838a6-44e3-4ab8,EMP108,2026-04-20 10:09:19,DEV-108-101,Interactive,False,New York,True
f366260f-d459-45fd,EMP118,2026-04-20 10:54:37,DEV-118-101,Interactive,False,Tokyo,True
60076b18-4a01-4dcd,EMP127,2026-04-20 09:18:06,DEV-127-101,Interactive,False,San Francisco,True
a4ec1a36-247b-4328,EMP128,2026-04-20 10:04:03,DEV-128-101,Interactive,False,London,True
93973bcb-40d5-4fec,EMP129,2026-04-20 09:17:09,DEV-129-101,Interactive,False,New York,True
a3958a75-b43e-47c6,EMP133,2026-04-20 10:21:36,DEV-133-101,Interactive,False,Bengaluru,True
93fab43e-1db2-4b9d,EMP135,2026-04-20 08:49:16,DEV-135-101,Interactive,False,London,True
d9347b62-ea32-449c,EMP140,2026-04-20 10:01:45,DEV-140-101,Interactive,False,New York,True
ffd367c6-bd9c-40b9,EMP144,2026-04-20 09:38:12,DEV-144-101,Interactive,False,New York,True
32e54b96-d813-4ac0,EMP145,2026-04-20 08:56:03,DEV-145-101,Interactive,False,New York,True
223280ac-e579-4097,EMP003,2026-04-21 08:31:01,DEV-003-101,Interactive,False,Bengaluru,True
c63965a2-2480-4b7f,EMP004,2026-04-21 09:24:41,DEV-004-101,Interactive,False,New York,True
62828ee8-0237-4d92,EMP006,2026-04-21 10:05:01,DEV-006-101,Interactive,False,San Francisco,True
9e80e601-01aa-4bfe,EMP007,2026-04-21 10:37:05,DEV-007-101,Interactive,False,New York,True
5c682451-0918-46e2,EMP014,2026-04-21 10:37:13,DEV-014-101,Interactive,False,London,True
51147926-11be-46eb,EMP017,2026-04-21 10:58:16,DEV-017-101,Interactive,False,London,True
5f8a4276-ef46-427c,EMP020,2026-04-21 08:18:38,DEV-020-101,Interactive,False,San Francisco,True
de722264-80f4-42c8,EMP024,2026-04-21 08:27:22,DEV-024-101,Interactive,False,London,True
81d06b53-3210-4f13,EMP025,2026-04-21 09:44:34,DEV-025-101,Interactive,False,Bengaluru,True
4de22e8d-1ef4-4e87,EMP032,2026-04-21 09:52:05,DEV-032-101,Interactive,False,New York,True
3f0c6290-810e-4ac0,EMP033,2026-04-21 09:04:23,DEV-033-101,Interactive,False,Tokyo,True
0fce27be-3127-4309,EMP044,2026-04-21 08:01:44,DEV-044-101,Interactive,False,San Francisco,True
03850ac1-2dbb-451a,EMP045,2026-04-21 10:04:28,DEV-045-101,Interactive,False,Tokyo,True
e72e5593-d85d-4e3f,EMP046,2026-04-21 08:02:42,DEV-046-101,Interactive,False,San Francisco,True
77694d2a-a112-4fe8,EMP063,2026-04-21 09:47:02,DEV-063-101,Interactive,False,Tokyo,True
729de29d-8093-43d2,EMP065,2026-04-21 10:38:00,DEV-065-101,Interactive,False,San Francisco,True
7fa3ed5c-c276-4d7d,EMP066,2026-04-21 08:17:05,DEV-066-101,Interactive,False,London,True
fa69b10b-23c8-4467,EMP068,2026-04-21 09:05:26,DEV-068-101,Interactive,False,Bengaluru,True
65e154a4-7672-4b42,EMP070,2026-04-21 09:40:39,DEV-070-101,Interactive,False,London,True
2f6d5dc9-2eff-43c7,EMP071,2026-04-21 10:17:29,DEV-071-101,Interactive,False,Bengaluru,True
6b71b0b9-53ac-4124,EMP073,2026-04-21 08:26:39,DEV-073-101,Interactive,False,London,True
6e7700f5-b0f2-41de,EMP081,2026-04-21 09:43:13,DEV-081-101,Interactive,False,New York,True
0a430fe1-7070-472d,EMP083,2026-04-21 08:28:15,DEV-083-101,Interactive,False,Tokyo,True
f05630df-899d-4b22,EMP086,2026-04-21 10:04:30,DEV-086-101,Interactive,False,San Francisco,True
a2f5f452-5110-41bf,EMP089,2026-04-21 09:54:59,DEV-089-101,Interactive,False,London,True
b7b1ad31-e6b3-46b6,EMP094,2026-04-21 08:31:33,DEV-094-101,Interactive,False,Bengaluru,True
834093a6-b71b-48d5,EMP097,2026-04-21 09:28:05,DEV-097-101,Interactive,False,Bengaluru,True
4549d70b-d35f-4781,EMP099,2026-04-21 08:13:53,DEV-099-101,Interactive,False,New York,True
e860c912-df41-488b,EMP100,2026-04-21 10:38:42,DEV-100-101,Interactive,False,New York,True
fa43109a-76ed-429f,EMP104,2026-04-21 10:09:51,DEV-104-101,Interactive,False,San Francisco,True
72178b1e-381f-4d1b,EMP106,2026-04-21 09:00:06,DEV-106-101,Interactive,False,New York,True
a4c8fa51-ec63-4317,EMP118,2026-04-21 10:42:11,DEV-118-101,Interactive,False,Tokyo,True
e1c7de93-68ed-4d37,EMP122,2026-04-21 09:23:51,DEV-122-101,Interactive,False,Bengaluru,True
24a712cc-64c2-4e28,EMP130,2026-04-21 10:55:50,DEV-130-101,Interactive,False,Bengaluru,True
3c0efed6-9798-438a,EMP131,2026-04-21 10:30:19,DEV-131-101,Interactive,False,Bengaluru,True
eb9d522d-5c40-439f,EMP133,2026-04-21 09:58:25,DEV-133-101,Interactive,False,Bengaluru,True
71a0dd63-a739-40f8,EMP136,2026-04-21 10:00:12,DEV-136-101,Interactive,False,Tokyo,True
0d6bb0f4-ea9f-41e0,EMP145,2026-04-21 08:59:06,DEV-145-101,Interactive,False,New York,True
c3e51f0a-3310-4139,EMP148,2026-04-21 08:57:28,DEV-148-101,Interactive,False,Tokyo,True
