event_id,employee_id,timestamp,file_name,file_sensitivity,action,file_size_mb
ca253d9e-ed84-4dfc,EMP143,2026-04-14 14:07:05,doc_546.xlsx,Internal,Write,1.6
3238bcd5-0009-4c0a,EMP143,2026-04-14 09:41:05,doc_226.xlsx,Public,Read,0.74
9fa98fa0-fdb8-4efd,EMP148,2026-04-14 18:28:31,doc_725.xlsx,Public,Read,6.19
6b2fd6b0-39ff-420b,EMP148,2026-04-14 12:48:31,doc_256.pdf,Public,Read,6.47
b463263a-f121-4062,EMP001,2026-04-15 15:31:27,doc_981.docx,Public,Write,5.16
73e5055f-84a7-4698,EMP001,2026-04-15 13:15:27,doc_773.pdf,Internal,Read,2.44
f0551e50-53e9-42e7,EMP002,2026-04-15 15:29:20,doc_858.pdf,Public,Write,2.21
8b693c77-0fda-4668,EMP003,2026-04-15 18:16:18,doc_704.pdf,Public,Write,7.99
6c654e7d-00cc-459b,EMP003,2026-04-15 12:35:18,doc_669.xlsx,Public,Read,7.07
fd9ada82-823f-486c,EMP004,2026-04-15 15:18:12,doc_916.xlsx,Internal,Write,4.12
9350bae9-b883-4586,EMP021,2026-04-15 12:55:00,doc_482.pdf,Restricted,Write,2.24
22b4743e-a5ae-46ed,EMP027,2026-04-15 17:35:31,doc_842.docx,Public,Read,0.51
4779ec48-d297-4b69,EMP027,2026-04-15 11:34:31,doc_794.docx,Public,Read,7.52
df75e2e3-33bc-40ad,EMP031,2026-04-15 15:50:43,doc_654.pdf,Public,Write,1.49
c1ed666b-2c60-4b6c,EMP031,2026-04-15 14:11:43,doc_901.pdf,Public,Write,0.25
ca4a190d-f5eb-4011,EMP035,2026-04-15 10:27:37,doc_845.xlsx,Public,Write,1.11
154120ef-3675-4286,EMP038,2026-04-15 14:53:58,doc_503.docx,Internal,Read,4.35
7be7e904-4917-4e18,EMP038,2026-04-15 09:53:58,doc_164.docx,Confidential,Write,5.11
2860876b-20a5-4874,EMP039,2026-04-15 10:56:09,doc_157.xlsx,Public,Read,5.28
d82b2ba3-1f64-43e9,EMP039,2026-04-15 15:41:09,doc_155.pdf,Confidential,Write,7.87
7c89fc6d-36cc-4da8,EMP041,2026-04-15 14:47:51,doc_852.pdf,Public,Read,1.95
864fe144-e863-455e,EMP043,2026-04-15 10:44:28,doc_429.xlsx,Public,Write,2.62
3bac5659-8f1a-4b2f,EMP043,2026-04-15 10:39:28,doc_890.docx,Public,Write,1.91
d8c00df7-b814-41ee,EMP045,2026-04-15 16:16:53,doc_575.xlsx,Public,Write,6.34
019010cf-2d98-43cb,EMP048,2026-04-15 10:30:28,doc_122.xlsx,Public,Read,0.76
2430c591-6260-4f1c,EMP056,2026-04-15 08:53:16,doc_889.xlsx,Public,Write,6.25
7ae94f0a-1859-448f,EMP056,2026-04-15 10:11:16,doc_866.docx,Public,Write,5.49
a26237c7-4c99-44d4,EMP066,2026-04-15 16:04:43,doc_205.docx,Public,Write,0.37
1fc8987c-a7eb-4ecb,EMP066,2026-04-15 10:44:43,doc_996.docx,Public,Read,1.37
043d0112-83e7-4d09,EMP067,2026-04-15 11:57:18,doc_966.docx,Public,Write,3.46
f9c97875-4541-4696,EMP076,2026-04-15 10:56:27,doc_556.pdf,Confidential,Write,4.22
7041ec78-fe4a-44be,EMP078,2026-04-15 13:19:24,doc_893.xlsx,Public,Write,5.57
c3f946a3-7584-40eb,EMP078,2026-04-15 16:24:24,doc_550.pdf,Confidential,Read,4.24
47c67fa8-5911-430e,EMP081,2026-04-15 14:59:47,doc_853.xlsx,Public,Write,4.46
0323774a-3ce7-4b24,EMP081,2026-04-15 13:09:47,doc_439.docx,Internal,Write,4.45
8e2cd9f3-9525-41e3,EMP082,2026-04-15 10:53:53,doc_505.xlsx,Public,Read,7.51
3ed2d4cf-e870-45d1,EMP087,2026-04-15 12:58:55,doc_143.docx,Internal,Read,1.37
ef07d1f6-4ff3-4477,EMP087,2026-04-15 16:50:55,doc_197.docx,Public,Read,0.38
d183cf61-7154-489b,EMP088,2026-04-15 15:01:41,doc_647.xlsx,Public,Write,1.39
e2bcd6cc-fa78-4312,EMP099,2026-04-15 17:09:56,doc_571.xlsx,Internal,Read,1.3
a8602c10-db32-47f0,EMP101,2026-04-15 17:14:21,doc_533.docx,Public,Write,6.4
d12a81ac-c84f-4e90,EMP102,2026-04-15 13:29:49,doc_919.docx,Public,Write,5.26
055e2716-4cd1-415d,EMP102,2026-04-15 11:53:49,doc_952.pdf,Public,Read,3.27
6fb20893-6629-4022,EMP106,2026-04-15 09:44:11,doc_159.docx,Public,Write,0.69
69dee0d8-171d-4a7f,EMP109,2026-04-15 10:37:50,doc_974.pdf,Public,Write,4.35
0fe48237-d221-4e25,EMP115,2026-04-15 11:49:58,doc_198.docx,Internal,Read,0.21
e6746a79-d4b0-4f59,EMP115,2026-04-15 16:24:58,doc_130.pdf,Internal,Read,0.28
88907e0e-d995-4c11,EMP120,2026-04-15 14:16:09,doc_683.pdf,Public,Read,4.76
53643d66-4ac5-49a7,EMP120,2026-04-15 13:11:09,doc_629.pdf,Internal,Read,6.48
93afc975-ea2c-4989,EMP127,2026-04-15 12:49:36,doc_967.pdf,Public,Write,6.51
2713853e-61d5-4a1e,EMP127,2026-04-15 15:13:36,doc_594.xlsx,Public,Write,6.93
54270c5f-0349-4f75,EMP135,2026-04-15 10:24:45,doc_374.docx,Public,Read,1.89
21235fa1-176d-4085,EMP138,2026-04-15 09:39:03,doc_755.docx,Internal,Write,2.03
2bc06d38-7357-4bfb,EMP138,2026-04-15 10:57:03,doc_537.pdf,Confidential,Write,1.7
efe6c7df-4d02-4cf8,EMP141,2026-04-15 14:28:37,doc_629.docx,Internal,Write,3.72
b79b5da5-5193-45b1,EMP141,2026-04-15 13:45:37,doc_998.xlsx,Internal,Write,0.75
93017eee-4581-4344,EMP145,2026-04-15 16:38:50,doc_240.xlsx,Confidential,Write,2.1
0016524c-9969-40fa,EMP147,2026-04-15 15:19:12,doc_287.docx,Internal,Read,3.22
17151350-6c62-4e12,EMP147,2026-04-15 14:44:12,doc_220.xlsx,Public,Read,3.77
a3338a49-fe60-4461,EMP008,2026-04-16 13:17:01,doc_742.docx,Public,Write,5.27
5b9cd49c-fb69-4c3f,EMP008,2026-04-16 12:57:01,doc_224.xlsx,Public,Write,2.82
19a3aeff-6020-4396,EMP010,2026-04-16 16:43:27,doc_374.docx,Internal,Write,2.74
93722bcc-beb9-4c7b,EMP012,2026-04-16 13:49:17,doc_724.xlsx,Restricted,Read,2.98
3f00ae90-ba02-4fb7,EMP015,2026-04-16 11:02:44,doc_829.docx,Confidential,Read,3.25
757eb886-5e40-4e2c,EMP019,2026-04-16 16:16:14,doc_298.xlsx,Public,Write,4.78
170aaf05-5cad-475d,EMP023,2026-04-16 13:03:52,doc_903.pdf,Restricted,Read,1.18
15c2cdf9-6ef4-4cb7,EMP025,2026-04-16 10:18:43,doc_260.pdf,Public,Read,6.47
5c683c19-9dd1-41e7,EMP025,2026-04-16 09:33:43,doc_260.docx,Internal,Write,4.58
bf8dc1e2-fb6d-4592,EMP026,2026-04-16 12:44:05,doc_832.xlsx,Internal,Write,3.16
07bd4d30-b7dc-4315,EMP026,2026-04-16 16:04:05,doc_722.xlsx,Public,Write,2.49
07ae1f40-9d17-4314,EMP028,2026-04-16 13:33:57,doc_844.xlsx,Public,Write,4.72
0b68540a-bcce-46b1,EMP029,2026-04-16 15:05:19,doc_811.xlsx,Public,Read,6.42
633bfeb6-fc76-4373,EMP030,2026-04-16 11:03:28,doc_531.docx,Public,Write,0.18
c626fd09-536b-4f5b,EMP031,2026-04-16 15:35:52,doc_782.xlsx,Public,Write,6.28
b34ce6ae-57c9-47d9,EMP032,2026-04-16 11:10:33,doc_554.docx,Internal,Write,2.73
2fd55e66-dfd6-4e15,EMP032,2026-04-16 17:12:33,doc_530.xlsx,Public,Write,7.76
3ee684d5-e983-407a,EMP038,2026-04-16 14:04:07,doc_952.pdf,Internal,Write,6.39
ce771517-b2a8-416b,EMP038,2026-04-16 10:49:07,doc_615.pdf,Public,Read,7.07
22526c08-41c1-499b,EMP044,2026-04-16 12:04:15,doc_947.xlsx,Public,Read,2.61
135c9c68-f0a6-473d,EMP045,2026-04-16 12:43:49,doc_561.pdf,Public,Write,5.19
eb7aa635-6f25-40dd,EMP045,2026-04-16 18:09:49,doc_810.xlsx,Public,Write,1.84
b07e4680-e000-4c9a,EMP049,2026-04-16 17:04:27,doc_985.pdf,Public,Write,4.6
5fa4f483-c8e0-4a26,EMP049,2026-04-16 18:07:27,doc_908.pdf,Internal,Read,1.62
cd87eed0-79c4-4a2d,EMP051,2026-04-16 14:20:06,doc_604.pdf,Public,Read,3.3
a4eef55c-920a-4650,EMP051,2026-04-16 17:07:06,doc_502.pdf,Public,Read,0.76
52b28ad4-3e0d-417c,EMP055,2026-04-16 13:08:00,doc_725.xlsx,Public,Write,2.2
66d4006e-c6ab-456f,EMP056,2026-04-16 16:18:48,doc_798.docx,Confidential,Read,5.18
dd6ee6fb-ba5c-4344,EMP056,2026-04-16 11:29:48,doc_131.docx,Public,Write,6.24
c7a307a0-2b48-4189,EMP057,2026-04-16 15:52:06,doc_103.xlsx,Public,Read,4.65
25f5d5e6-a614-494c,EMP063,2026-04-16 16:40:35,doc_452.pdf,Public,Read,7.67
618c561a-b573-4104,EMP063,2026-04-16 09:30:35,doc_589.docx,Internal,Read,6.33
a63ef071-ea1d-440e,EMP065,2026-04-16 16:06:59,doc_241.pdf,Public,Write,5.58
c4cf16ce-4991-4e8f,EMP066,2026-04-16 11:51:06,doc_390.docx,Public,Read,2.87
2c195eed-a724-4023,EMP066,2026-04-16 11:57:06,doc_861.pdf,Public,Read,3.63
2b451c72-9831-4412,EMP072,2026-04-16 13:53:37,doc_366.pdf,Public,Read,7.74
538420a3-a4a6-477e,EMP073,2026-04-16 12:33:49,doc_274.xlsx,Public,Read,7.45
5907f44a-58c4-48e3,EMP073,2026-04-16 13:39:49,doc_715.pdf,Public,Read,7.35
6b08a7f2-c3cc-49f0,EMP076,2026-04-16 13:06:10,doc_667.xlsx,Public,Write,1.13
20dbafd0-53d8-4d75,EMP076,2026-04-16 11:58:10,doc_912.pdf,Public,Read,3.1
9dd19f69-759b-47d5,EMP085,2026-04-16 12:11:35,doc_364.pdf,Internal,Read,7.65
879256c1-bd43-4890,EMP093,2026-04-16 10:59:07,doc_176.docx,Public,Write,4.08
d7bed762-7575-439a,EMP099,2026-04-16 12:32:14,doc_200.pdf,Public,Read,2.01
5e6fc7b9-9295-4ab4,EMP099,2026-04-16 15:14:14,doc_330.docx,Internal,Read,7.16
05116347-bca6-4684,EMP100,2026-04-16 12:59:06,doc_710.pdf,Public,Write,2.12
95cfd6ca-5e5b-4a8d,EMP100,2026-04-16 15:14:06,doc_572.docx,Confidential,Read,0.58
a44e6f7f-0ef2-4616,EMP102,2026-04-16 16:33:05,doc_837.xlsx,Confidential,Read,6.53
6a887e54-4df1-4461,EMP102,2026-04-16 12:16:05,doc_216.pdf,Public,Write,3.63
1b982fe4-4573-456b,EMP111,2026-04-16 09:18:04,doc_715.xlsx,Public,Write,4.48
d7a7d295-f589-41b0,EMP133,2026-04-16 16:25:06,doc_641.xlsx,Public,Read,6.27
8c210041-87ae-4029,EMP133,2026-04-16 13:06:06,doc_323.pdf,Public,Read,4.09
4d91437f-38cf-4d1d,EMP136,2026-04-16 12:22:30,doc_852.docx,Internal,Read,2.83
5f9a321e-cd76-4866,EMP137,2026-04-16 11:19:41,doc_692.xlsx,Confidential,Write,2.86
e3ac7daf-b5c2-4956,EMP137,2026-04-16 15:24:41,doc_811.docx,Internal,Read,5.3
83031106-1c0e-4b89,EMP145,2026-04-16 10:58:14,doc_930.xlsx,Public,Read,2.65
90cbd24c-6bef-4ba0,EMP145,2026-04-16 13:35:14,doc_992.docx,Internal,Read,5.18
ad7ddca3-e747-47cf,EMP004,2026-04-17 12:34:20,doc_400.xlsx,Public,Read,3.38
cfa1e025-b13e-4cc4,EMP004,2026-04-17 10:47:20,doc_703.pdf,Internal,Write,0.63
1450483a-96d7-4184,EMP011,2026-04-17 15:36:50,doc_180.pdf,Confidential,Write,2.91
2b98313b-6fa6-4879,EMP011,2026-04-17 11:49:50,doc_118.xlsx,Public,Read,6.75
3e2fba01-ffae-46fd,EMP015,2026-04-17 11:32:27,doc_394.xlsx,Internal,Read,7.68
677da4ca-cb59-492b,EMP015,2026-04-17 09:13:27,doc_219.docx,Internal,Write,4.47
e87856e2-501a-4cc6,EMP016,2026-04-17 15:01:34,doc_542.pdf,Confidential,Read,5.74
f86a6da2-3b91-4849,EMP016,2026-04-17 12:43:34,doc_147.pdf,Confidential,Read,4.78
88ae049f-dcee-4c86,EMP019,2026-04-17 12:50:07,doc_194.docx,Internal,Write,1.79
5d7240bc-6cc4-40b8,EMP021,2026-04-17 12:52:03,doc_466.xlsx,Public,Write,2.97
8ec684c4-5f42-4143,EMP029,2026-04-17 17:46:26,doc_851.docx,Public,Read,4.85
bea731dc-254b-4355,EMP041,2026-04-17 09:53:53,doc_128.pdf,Restricted,Read,7.08
c66af59f-8825-4f30,EMP043,2026-04-17 08:25:39,doc_950.xlsx,Public,Write,6.87
65a3b493-10e5-42d7,EMP045,2026-04-17 18:00:11,doc_291.docx,Public,Read,1.28
cd9081b1-7dfe-4371,EMP046,2026-04-17 15:46:47,doc_648.docx,Public,Write,0.32
902e6d41-7cff-47a6,EMP048,2026-04-17 10:51:00,doc_161.pdf,Internal,Write,4.77
e7c64b6f-26bd-4069,EMP049,2026-04-17 13:24:33,doc_620.pdf,Public,Write,5.85
4bcbc358-1b39-4acb,EMP049,2026-04-17 13:42:33,doc_416.docx,Internal,Read,7.83
cdfe95e9-444f-45d3,EMP056,2026-04-17 11:31:16,doc_629.pdf,Public,Write,2.19
66460d42-127f-4987,EMP057,2026-04-17 15:35:49,doc_886.docx,Internal,Write,2.97
9152d095-8c9d-4b55,EMP063,2026-04-17 11:55:17,doc_955.xlsx,Internal,Write,4.2
319fbdcd-2546-4a19,EMP064,2026-04-17 12:18:09,doc_470.docx,Public,Write,3.19
6fe7d921-d53b-4ed5,EMP076,2026-04-17 11:18:18,doc_946.docx,Internal,Write,0.85
7479f7fc-6940-4b1d,EMP076,2026-04-17 15:36:18,doc_594.xlsx,Public,Read,6.39
bfa2fa30-405c-49c4,EMP077,2026-04-17 09:25:40,doc_473.xlsx,Internal,Read,3.27
34774006-d7f6-432c,EMP077,2026-04-17 16:44:40,doc_565.xlsx,Internal,Write,3.21
887321d1-453d-4ad0,EMP078,2026-04-17 16:05:58,doc_844.pdf,Public,Read,7.54
1ea46731-ad48-4acf,EMP078,2026-04-17 13:48:58,doc_735.docx,Public,Write,3.28
a37141f7-04dc-47da,EMP083,2026-04-17 11:01:23,doc_366.pdf,Public,Read,4.01
b93a1c9f-3275-4864,EMP086,2026-04-17 14:06:13,doc_855.pdf,Internal,Read,3.22
501f080d-5255-4267,EMP086,2026-04-17 13:26:13,doc_944.docx,Public,Write,5.35
e17576c1-a5b3-4810,EMP088,2026-04-17 12:54:13,doc_244.docx,Public,Write,1.13
3538a7ee-f2b5-47c8,EMP088,2026-04-17 13:32:13,doc_830.pdf,Public,Read,5.93
54f7fce4-6b2e-4733,EMP090,2026-04-17 15:56:23,doc_399.docx,Confidential,Write,1.04
4f201cd0-f7be-4667,EMP091,2026-04-17 12:36:20,doc_505.pdf,Public,Write,0.17
b99c5646-df9f-4d53,EMP091,2026-04-17 11:16:20,doc_795.xlsx,Public,Read,2.81
94bb5898-9592-456c,EMP094,2026-04-17 12:44:52,doc_545.xlsx,Public,Read,2.88
6373ff8d-f640-4359,EMP098,2026-04-17 17:50:04,doc_115.xlsx,Public,Read,6.18
17c11cae-698e-492b,EMP101,2026-04-17 18:07:16,doc_151.pdf,Public,Read,0.14
4fe1d154-7eb9-406b,EMP102,2026-04-17 14:36:04,doc_351.xlsx,Public,Write,0.68
d2d99d24-291e-4590,EMP102,2026-04-17 14:11:04,doc_442.xlsx,Public,Write,0.76
d7719f2a-d257-4add,EMP105,2026-04-17 10:54:10,doc_510.docx,Public,Read,3.03
cd927b63-7475-42b8,EMP107,2026-04-17 10:52:05,doc_627.docx,Public,Read,5.16
d6b3f371-86dc-49f9,EMP116,2026-04-17 12:30:30,doc_568.xlsx,Internal,Read,1.03
471afe9e-fd18-40ba,EMP116,2026-04-17 17:01:30,doc_196.xlsx,Public,Read,6.38
33f0b4ae-30b2-49dd,EMP119,2026-04-17 12:35:39,doc_566.docx,Public,Write,6.81
09089d10-a07f-4f55,EMP119,2026-04-17 11:25:39,doc_506.docx,Public,Write,5.23
01a7ed28-38db-43d9,EMP124,2026-04-17 16:21:21,doc_325.xlsx,Public,Read,1.43
bcddf702-810f-486d,EMP124,2026-04-17 17:51:21,doc_531.pdf,Public,Read,3.09
98494bd2-e97a-4970,EMP125,2026-04-17 11:29:46,doc_381.pdf,Public,Read,3.76
fe4bbc3f-9ee6-44ec,EMP125,2026-04-17 16:15:46,doc_330.xlsx,Public,Read,1.82
765a693e-b101-4cd2,EMP136,2026-04-17 11:20:32,doc_949.pdf,Internal,Read,4.74
9018b021-6c94-47a7,EMP136,2026-04-17 11:02:32,doc_858.pdf,Public,Read,4.59
2e6f36e9-94bb-4f84,EMP141,2026-04-17 13:04:28,doc_801.xlsx,Confidential,Write,2.93
31173d54-12e9-48e2,EMP142,2026-04-17 12:48:11,doc_695.docx,Public,Write,7.43
92cbaf44-bc55-40a5,EMP142,2026-04-17 14:33:11,doc_780.xlsx,Internal,Read,3.05
bad3cbaf-4812-413d,EMP143,2026-04-17 11:37:11,doc_845.docx,Public,Read,4.17
99bd223b-64b0-47ab,EMP143,2026-04-17 11:38:11,doc_943.pdf,Confidential,Read,0.87
46275514-c871-48da,EMP146,2026-04-17 08:46:26,doc_547.pdf,Public,Read,2.42
5b5dedfe-eaf0-4fcc,EMP015,2026-04-18 19:52:09,doc_216.docx,Public,Read,6.07
e1210546-f386-411d,EMP032,2026-04-18 15:10:56,doc_460.xlsx,Public,Write,5.38
b6b0c51d-a1df-4023,EMP032,2026-04-18 14:48:56,doc_340.docx,Public,Write,3.38
d040d902-4705-4e33,EMP055,2026-04-18 17:03:12,doc_154.xlsx,Public,Read,6.48
c4127974-9a89-402a,EMP055,2026-04-18 15:25:12,doc_739.docx,Internal,Read,3.01
